order_id,customer_id,order_date,order_created_at,order_year,order_month,order_day_of_week,order_hour,order_name,order_number,subtotal_amount,discount_amount,tax_amount,tip_amount,total_amount,line_items_total,discount_rate,line_item_count,total_quantity,fulfillment_count,hours_to_first_fulfillment,payment_status,fulfillment_status,is_canceled,is_fully_delivered,is_first_order,customer_order_sequence,customer_lifetime_value,customer_total_orders,order_source,referring_site,order_size_bucket,accepts_marketing
5926775652404,8248411258932,2026-01-08,2026-01-08 03:58:31+00:00,2026,1,5,3,#JC722819,722819,16.99,2.0,1.02,0.0,18.01,18.99,0.11771630370806357,1,1,1,8,paid,fulfilled,False,True,True,1,18.01,1,TikTok,direct,small,False
5942743859252,8270480343092,2026-01-19,2026-01-19 03:28:57+00:00,2026,1,2,3,#JC729605,729605,17.09,1.9,1.03,0.0,18.12,18.99,0.11117612638970158,1,1,1,8,paid,fulfilled,False,False,True,1,18.12,1,TikTok,direct,small,False
5926438600756,8247927570484,2026-01-07,2026-01-07 22:38:34+00:00,2026,1,4,22,#JC722550,722550,17.4,12.59,0.42,0.0,17.82,29.99,0.7235632183908046,1,1,1,14,paid,fulfilled,False,True,True,1,17.82,1,TikTok,direct,small,False
5917683548212,8233644228660,2026-01-02,2026-01-02 03:59:36+00:00,2026,1,6,3,#JC715312,715312,17.48,12.51,1.18,0.0,18.66,29.99,0.715675057208238,1,1,1,8,paid,fulfilled,False,True,True,1,18.66,1,TikTok,direct,small,False
5936974790708,8261166497844,2026-01-15,2026-01-15 01:38:14+00:00,2026,1,5,1,#JC727208,727208,17.99,1.0,1.48,0.0,19.47,18.99,0.05558643690939411,1,1,1,10,paid,fulfilled,False,True,True,1,19.47,1,TikTok,direct,small,False
5946555498548,8274950324276,2026-01-21,2026-01-21 15:54:30+00:00,2026,1,4,15,#JC730914,730914,17.99,1.0,1.26,0.0,19.25,18.99,0.05558643690939411,1,1,1,0,paid,fulfilled,False,False,True,1,19.25,1,TikTok,direct,small,False
5935259877428,8258983067700,2026-01-14,2026-01-14 03:22:18+00:00,2026,1,4,3,#JC726610,726610,17.99,1.0,1.6,0.0,19.59,18.99,0.05558643690939411,1,1,1,8,paid,fulfilled,False,False,True,1,19.59,1,TikTok,direct,small,False
5935623274548,8259329916980,2026-01-14,2026-01-14 08:32:27+00:00,2026,1,4,8,#JC726762,726762,17.99,1.0,1.08,0.0,19.07,18.99,0.05558643690939411,1,1,1,3,paid,fulfilled,False,True,True,1,19.07,1,TikTok,direct,small,False
5935014969396,8258700967988,2026-01-13,2026-01-13 23:08:11+00:00,2026,1,3,23,#JC726461,726461,17.99,1.0,1.37,0.0,19.36,18.99,0.05558643690939411,1,1,1,12,paid,fulfilled,False,True,True,1,19.36,1,TikTok,direct,small,False
5933464551476,8256810614836,2026-01-12,2026-01-12 19:37:56+00:00,2026,1,2,19,#JC725793,725793,17.99,1.0,1.66,0.0,19.65,18.99,0.05558643690939411,1,1,1,0,paid,fulfilled,False,True,True,1,19.65,1,TikTok,direct,small,False
5945670565940,8274187124788,2026-01-21,2026-01-21 04:05:40+00:00,2026,1,4,4,#JC730728,730728,17.99,1.0,1.6,0.0,19.59,18.99,0.05558643690939411,1,1,1,8,paid,fulfilled,False,False,True,1,19.59,1,TikTok,direct,small,False
5945812254772,8274392350772,2026-01-21,2026-01-21 06:44:03+00:00,2026,1,4,6,#JC730785,730785,17.99,1.0,0.0,0.0,17.99,18.99,0.05558643690939411,1,1,1,5,paid,fulfilled,False,False,True,1,17.99,1,TikTok,direct,small,False
5926798852148,8248443797556,2026-01-08,2026-01-08 04:23:20+00:00,2026,1,5,4,#JC722860,722860,18.57,11.42,1.12,0.0,19.69,29.99,0.6149703823371029,1,1,1,8,paid,fulfilled,False,True,True,1,19.69,1,TikTok,direct,small,False
5932319735860,8255100911668,2026-01-11,2026-01-11 23:09:20+00:00,2026,1,1,23,#JC725264,725264,18.99,0.0,0.0,0.0,23.98,18.99,0.0,1,1,1,12,paid,fulfilled,False,True,True,1,23.98,1,web,https://www.google.com/,small,False
5931136876596,8253644898356,2026-01-11,2026-01-11 03:40:52+00:00,2026,1,1,3,#JC724877,724877,18.99,0.0,1.33,0.0,20.32,18.99,0.0,1,1,1,32,paid,fulfilled,False,True,True,1,20.32,1,TikTok,direct,small,False
5918853824564,8235184947252,2026-01-02,2026-01-02 21:04:08+00:00,2026,1,6,21,#JC716550,716550,19.45,10.54,0.62,0.0,20.07,29.99,0.5419023136246787,1,1,1,62,paid,fulfilled,False,True,True,1,20.07,1,TikTok,direct,small,False
5918268620852,8234296377396,2026-01-02,2026-01-02 14:35:31+00:00,2026,1,6,14,#JC715939,715939,19.45,10.54,1.07,0.0,20.52,29.99,0.5419023136246787,1,1,1,3,paid,fulfilled,False,True,True,1,20.52,1,TikTok,direct,small,False
5916280455220,8231661928500,2026-01-01,2026-01-01 09:23:08+00:00,2026,1,5,9,#JC714179,714179,19.67,10.32,1.18,0.0,20.85,29.99,0.5246568378240976,1,1,1,27,paid,fulfilled,False,True,True,1,20.85,1,TikTok,direct,small,False
5917939040308,8233960505396,2026-01-02,2026-01-02 09:00:49+00:00,2026,1,6,9,#JC715725,715725,20.1,9.89,1.61,0.0,21.71,29.99,0.49203980099502487,1,1,1,3,paid,fulfilled,False,True,True,1,21.71,1,TikTok,direct,small,False
5922528854068,8242875433012,2026-01-05,2026-01-05 05:40:12+00:00,2026,1,2,5,#JC719571,719571,20.76,9.23,1.51,0.0,22.27,29.99,0.44460500963391136,1,1,1,5,paid,fulfilled,False,True,True,1,22.27,1,TikTok,direct,small,False
5917192945716,8233042149428,2026-01-01,2026-01-01 20:48:22+00:00,2026,1,5,20,#JC714708,714708,21.85,8.14,1.53,0.0,23.38,29.99,0.3725400457665904,1,1,1,18,paid,fulfilled,False,True,True,1,23.38,1,TikTok,direct,small,False
5919316017204,8236869845044,2026-01-03,2026-01-03 03:44:58+00:00,2026,1,7,3,#JC717108,717108,21.85,8.14,1.74,0.0,23.59,29.99,0.3725400457665904,1,1,1,55,paid,fulfilled,False,True,True,1,23.59,1,TikTok,direct,small,False
5919245926452,8236448743476,2026-01-03,2026-01-03 02:30:51+00:00,2026,1,7,2,#JC717007,717007,21.85,8.14,0.76,0.0,22.61,29.99,0.3725400457665904,1,1,1,57,paid,fulfilled,False,True,True,1,22.61,1,TikTok,direct,small,False
5933717356596,8257077215284,2026-01-12,2026-01-12 23:23:36+00:00,2026,1,2,23,#JC725892,725892,22.19,0.0,1.15,0.0,28.33,22.19,0.0,1,1,1,15,paid,fulfilled,False,False,True,1,28.33,1,web,https://shop.app/,medium,False
5930360045620,7380791689268,2026-01-10,2026-01-10 17:56:41+00:00,2026,1,7,17,#JC724609,724609,22.2,7.79,0.0,0.0,27.19,29.99,0.3509009009009009,1,1,1,43,paid,fulfilled,False,True,True,1,27.19,1,web,direct,medium,False
5921567146036,8241708466228,2026-01-04,2026-01-04 15:46:35+00:00,2026,1,1,15,#JC718737,718737,22.2,7.79,1.91,0.0,29.1,29.99,0.3509009009009009,1,1,1,25,paid,fulfilled,False,True,True,1,29.1,1,web,https://www.google.com/,medium,True
5940025098292,7335433207860,2026-01-17,2026-01-17 08:08:09+00:00,2026,1,7,8,#JC728730,728730,23.99,0.0,2.13,0.0,31.11,23.99,0.0,2,2,1,54,paid,fulfilled,False,False,True,1,31.11,1,subscription_contract_checkout_one,direct,medium,True
5940079984692,8266825465908,2026-01-17,2026-01-17 08:45:05+00:00,2026,1,7,8,#JC728739,728739,24.0,5.99,0.51,0.0,29.5,29.99,0.24958333333333335,1,1,1,54,paid,fulfilled,False,False,True,1,29.5,1,web,http://m.facebook.com/,medium,False
5918635491380,8234813095988,2026-01-02,2026-01-02 18:52:34+00:00,2026,1,6,18,#JC716359,716359,24.0,5.99,1.59,0.0,30.58,29.99,0.24958333333333335,1,1,1,67,paid,fulfilled,False,True,True,1,30.58,1,web,http://m.facebook.com/,medium,False
5939867222068,7937996849204,2026-01-17,2026-01-17 04:08:38+00:00,2026,1,7,4,#JC728649,728649,24.0,5.99,0.0,0.0,28.99,29.99,0.24958333333333335,1,1,1,56,paid,fulfilled,False,False,True,1,28.99,1,web,https://shop.app/,medium,False
5940660043828,8267610619956,2026-01-17,2026-01-17 18:29:10+00:00,2026,1,7,18,#JC728884,728884,24.0,5.99,1.96,0.0,30.95,29.99,0.24958333333333335,1,1,1,42,paid,fulfilled,False,False,True,1,30.95,1,web,https://shop.app/,medium,False
5938018320436,6842954645556,2026-01-15,2026-01-15 20:48:49+00:00,2026,1,5,20,#JC727775,727775,24.99,0.0,0.0,0.0,29.98,24.99,0.0,1,1,1,16,paid,fulfilled,False,False,True,1,29.98,1,web,https://jaycutler.com/,medium,False
5940856389684,8267836096564,2026-01-17,2026-01-17 20:46:30+00:00,2026,1,7,20,#JC728939,728939,25.0,0.0,0.0,0.0,25.0,25.0,0.0,1,1,1,38,paid,fulfilled,False,False,True,1,25.0,1,web,https://jaycutler.com/,medium,False
5916202369076,7935971819572,2026-01-01,2026-01-01 08:08:30+00:00,2026,1,5,8,#JC714142,714142,25.49,0.0,0.0,0.0,30.48,25.49,0.0,1,1,1,28,paid,fulfilled,False,True,True,1,30.48,1,subscription_contract_checkout_one,direct,medium,False
5934169817140,7676722806836,2026-01-13,2026-01-13 08:08:25+00:00,2026,1,3,8,#JC726167,726167,25.49,0.0,2.27,0.0,32.75,25.49,0.0,1,1,1,4,paid,fulfilled,False,True,True,1,32.75,1,subscription_contract_checkout_one,direct,medium,False
5941487337524,7629847232564,2026-01-18,2026-01-18 08:08:17+00:00,2026,1,1,8,#JC729200,729200,25.49,0.0,2.62,0.0,33.1,25.49,0.0,1,1,1,28,paid,fulfilled,False,False,True,1,33.1,1,subscription_contract_checkout_one,direct,medium,False
5941486092340,7321911427124,2026-01-18,2026-01-18 08:08:04+00:00,2026,1,1,8,#JC729159,729159,25.49,0.0,0.0,0.0,30.48,25.49,0.0,1,1,1,31,paid,fulfilled,False,False,True,1,30.48,1,subscription_contract_checkout_one,direct,medium,False
5919017074740,8235576786996,2026-01-02,2026-01-02 22:55:05+00:00,2026,1,6,22,#JC716732,716732,26.7,3.29,0.0,0.0,31.69,29.99,0.12322097378277154,1,1,1,60,paid,fulfilled,False,True,True,1,31.69,1,web,https://vanatorwaterfowl.com/,medium,False
5937787535412,8262270517300,2026-01-15,2026-01-15 17:20:13+00:00,2026,1,5,17,#JC727640,727640,27.0,33.0,0.0,0.0,27.0,60.0,1.2222222222222223,1,1,1,1,paid,fulfilled,False,False,True,1,27.0,1,TikTok,direct,medium,False
5938540445748,7609367035956,2026-01-16,2026-01-16 05:38:34+00:00,2026,1,6,5,#JC728064,728064,27.0,33.0,2.95,0.0,29.95,60.0,1.2222222222222223,1,1,1,9,paid,fulfilled,False,True,True,1,29.95,1,TikTok,direct,medium,False
5923999088692,5137036705844,2026-01-06,2026-01-06 08:07:58+00:00,2026,1,3,8,#JC720748,720748,27.99,0.0,0.0,0.0,27.99,27.99,0.0,1,1,1,8,paid,fulfilled,False,True,True,1,27.99,1,subscription_contract_checkout_one,direct,medium,False
5942159048756,6955352752180,2026-01-18,2026-01-18 19:07:45+00:00,2026,1,1,19,#JC729379,729379,28.99,0.0,2.32,0.0,31.31,28.99,0.0,1,1,1,19,paid,fulfilled,False,False,True,1,31.31,1,TikTok,direct,medium,False
5945403310132,7856254353460,2026-01-20,2026-01-20 23:08:49+00:00,2026,1,3,23,#JC730610,730610,28.99,0.0,0.0,0.0,28.99,28.99,0.0,1,1,1,14,paid,fulfilled,False,False,True,1,28.99,1,TikTok,direct,medium,False
5930605051956,5906336350260,2026-01-10,2026-01-10 19:58:21+00:00,2026,1,7,19,#JC724686,724686,29.59,0.0,2.74,0.0,37.32,29.59,0.0,1,1,1,42,paid,fulfilled,False,True,True,1,37.32,1,3890849,direct,medium,False
5941486026804,6103723474996,2026-01-18,2026-01-18 08:08:08+00:00,2026,1,1,8,#JC729169,729169,29.59,0.0,0.0,0.0,39.58,29.59,0.0,1,1,1,31,paid,fulfilled,False,False,True,1,39.58,1,subscription_contract_checkout_one,direct,medium,True
5920055459892,8240027926580,2026-01-03,2026-01-03 17:28:25+00:00,2026,1,7,17,#JC717817,717817,29.64,30.36,2.08,0.0,31.72,60.0,1.0242914979757085,1,1,1,46,paid,fulfilled,False,True,True,1,31.72,1,TikTok,direct,medium,False
5929796862004,5225129967668,2026-01-10,2026-01-10 08:07:30+00:00,2026,1,7,8,#JC724436,724436,29.74,0.0,0.0,0.0,34.73,29.74,0.0,1,1,1,55,paid,fulfilled,False,True,True,1,34.73,1,subscription_contract_checkout_one,direct,medium,True
5918353489972,8234405756980,2026-01-02,2026-01-02 15:44:22+00:00,2026,1,6,15,#JC716026,716026,29.9,30.1,0.0,0.0,29.9,60.0,1.0066889632107023,1,1,1,4,paid,fulfilled,False,True,True,1,29.9,1,TikTok,direct,medium,False
5940023590964,8198575358004,2026-01-17,2026-01-17 08:07:57+00:00,2026,1,7,8,#JC728704,728704,29.99,0.0,0.0,0.0,34.98,29.99,0.0,1,1,1,53,paid,fulfilled,False,False,True,1,34.98,1,subscription_contract_checkout_one,direct,medium,False
5929782935604,7587144597556,2026-01-10,2026-01-10 07:54:20+00:00,2026,1,7,7,#JC724407,724407,29.99,0.0,1.8,0.0,36.78,29.99,0.0,1,1,1,52,paid,fulfilled,False,True,True,1,36.78,1,web,https://jaycutler.com/,medium,False
5943934844980,8271882780724,2026-01-19,2026-01-19 21:41:12+00:00,2026,1,2,21,#JC730044,730044,29.99,0.0,0.0,0.0,39.98,29.99,0.0,1,1,1,14,paid,fulfilled,False,False,True,1,39.98,1,subscription_contract_checkout_one,direct,medium,True
5937051861044,8261270274100,2026-01-15,2026-01-15 03:00:17+00:00,2026,1,5,3,#JC727271,727271,29.99,0.0,2.23,0.0,37.21,29.99,0.0,1,1,1,11,paid,fulfilled,False,True,True,1,37.21,1,web,https://www.google.com/,medium,False
5945337708596,8273708187700,2026-01-20,2026-01-20 21:54:11+00:00,2026,1,3,21,#JC730588,730588,29.99,0.0,2.62,0.0,37.6,29.99,0.0,1,1,1,15,paid,fulfilled,False,False,True,1,37.6,1,web,https://jaycutler.com/,medium,False
5925337792564,8246718267444,2026-01-07,2026-01-07 07:03:51+00:00,2026,1,4,7,#JC721834,721834,29.99,30.01,3.22,0.0,33.21,60.0,1.0006668889629877,1,1,1,7,paid,fulfilled,False,True,True,1,33.21,1,TikTok,direct,medium,False
5920765378612,8240826253364,2026-01-04,2026-01-04 02:40:27+00:00,2026,1,1,2,#JC718328,718328,29.99,0.0,2.53,0.0,37.51,29.99,0.0,1,1,1,35,paid,fulfilled,False,True,True,1,37.51,1,web,https://jaycutler.com/products/liquid-l-carnitine?variant=47013903892532,medium,False
5928068513844,8250012205108,2026-01-09,2026-01-09 01:52:49+00:00,2026,1,6,1,#JC723573,723573,29.99,0.0,2.7,0.0,37.68,29.99,0.0,1,1,1,10,paid,fulfilled,False,True,True,1,37.68,1,web,https://jaycutler.com/,medium,False
5940365623348,8267275534388,2026-01-17,2026-01-17 15:15:47+00:00,2026,1,7,15,#JC728798,728798,29.99,0.0,0.0,0.0,34.98,29.99,0.0,1,1,1,45,paid,fulfilled,False,False,True,1,34.98,1,web,https://jaycutler.com/,medium,False
5929370452020,8251573731380,2026-01-09,2026-01-09 23:58:16+00:00,2026,1,6,23,#JC724203,724203,29.99,0.0,1.87,0.0,36.85,29.99,0.0,1,1,1,61,paid,fulfilled,False,True,True,1,36.85,1,web,https://shop.app/,medium,False
5945525043252,8273971413044,2026-01-21,2026-01-21 01:32:55+00:00,2026,1,4,1,#JC730652,730652,30.39,7.59,0.0,0.0,40.38,37.98,0.24975320829220138,1,2,0,,paid,unfulfilled,False,False,True,1,40.38,1,web,https://jaycutler.com/,medium,False
5941284306996,8268400066612,2026-01-18,2026-01-18 03:22:17+00:00,2026,1,1,3,#JC729084,729084,32.55,27.45,0.0,0.0,32.55,60.0,0.8433179723502304,1,1,1,32,paid,fulfilled,False,False,True,1,32.55,1,TikTok,direct,medium,False
5945308184628,8273663164468,2026-01-20,2026-01-20 21:22:12+00:00,2026,1,3,21,#JC730574,730574,34.0,6.0,0.0,0.0,38.99,40.0,0.17647058823529413,1,1,0,,paid,unfulfilled,False,False,True,1,38.99,1,web,https://www.google.com/,medium,True
5926873563188,8248531484724,2026-01-08,2026-01-08 05:37:24+00:00,2026,1,5,5,#JC722966,722966,34.01,25.99,3.1,0.0,37.11,60.0,0.7641870038224051,1,1,1,7,paid,fulfilled,False,True,True,1,37.11,1,TikTok,direct,medium,False
5924953554996,8246076211252,2026-01-06,2026-01-06 23:58:11+00:00,2026,1,3,23,#JC721369,721369,34.09,25.91,0.0,0.0,34.09,60.0,0.7600469345849222,1,1,1,14,paid,fulfilled,False,True,True,1,34.09,1,TikTok,direct,medium,False
5916663152692,8232404451380,2026-01-01,2026-01-01 16:52:44+00:00,2026,1,5,16,#JC714434,714434,34.09,25.91,0.0,0.0,34.09,60.0,0.7600469345849222,1,1,1,25,paid,fulfilled,False,True,True,1,34.09,1,TikTok,direct,medium,False
5924725784628,8245788049460,2026-01-06,2026-01-06 20:20:17+00:00,2026,1,3,20,#JC721182,721182,34.09,25.91,3.66,0.0,37.75,60.0,0.7600469345849222,1,1,1,17,paid,fulfilled,False,True,True,1,37.75,1,TikTok,direct,medium,False
5938384437300,8187991851060,2026-01-16,2026-01-16 02:43:56+00:00,2026,1,6,2,#JC727945,727945,34.43,13.25,3.0,0.0,42.42,47.68,0.3848388033691548,2,2,1,12,paid,fulfilled,False,True,True,1,42.42,1,subscription_contract_checkout_one,direct,medium,False
5943768809524,8271703146548,2026-01-19,2026-01-19 19:26:42+00:00,2026,1,2,19,#JC729946,729946,35.99,24.01,3.51,0.0,39.5,60.0,0.667129758266185,1,1,1,0,paid,fulfilled,False,False,True,1,39.5,1,TikTok,direct,medium,False
5917760094260,8233741287476,2026-01-02,2026-01-02 05:19:05+00:00,2026,1,6,5,#JC715432,715432,36.71,23.29,0.83,0.0,37.54,60.0,0.6344320348678834,1,1,1,8,paid,fulfilled,False,True,True,1,37.54,1,TikTok,direct,medium,False
5918157799476,8234140270644,2026-01-02,2026-01-02 12:30:30+00:00,2026,1,6,12,#JC715847,715847,36.71,23.29,3.04,0.0,39.75,60.0,0.6344320348678834,1,1,1,2,paid,fulfilled,False,True,True,1,39.75,1,TikTok,direct,medium,False
5918291165236,8234325737524,2026-01-02,2026-01-02 14:54:14+00:00,2026,1,6,14,#JC715962,715962,36.71,23.29,3.4,0.0,40.11,60.0,0.6344320348678834,1,1,1,69,paid,fulfilled,False,True,True,1,40.11,1,TikTok,direct,medium,False
5923133718580,8243748700212,2026-01-05,2026-01-05 17:14:26+00:00,2026,1,2,17,#JC719990,719990,36.71,23.29,2.98,0.0,39.69,60.0,0.6344320348678834,1,1,1,2,paid,fulfilled,False,True,True,1,39.69,1,TikTok,direct,medium,False
5918695424052,8234929029172,2026-01-02,2026-01-02 19:34:55+00:00,2026,1,6,19,#JC716427,716427,36.71,23.29,3.35,0.0,40.06,60.0,0.6344320348678834,1,1,1,63,paid,fulfilled,False,True,True,1,40.06,1,TikTok,direct,medium,False
5927830847540,8249742786612,2026-01-08,2026-01-08 22:00:53+00:00,2026,1,5,22,#JC723424,723424,37.0,23.0,3.19,0.0,40.19,60.0,0.6216216216216216,1,1,1,15,paid,fulfilled,False,True,True,1,40.19,1,TikTok,direct,medium,False
5939374948404,8265895247924,2026-01-16,2026-01-16 20:08:16+00:00,2026,1,6,20,#JC728413,728413,37.99,22.01,0.0,0.0,37.99,60.0,0.5793629902605949,1,1,1,64,paid,fulfilled,False,False,True,1,37.99,1,TikTok,direct,medium,False
5939351814196,8265876635700,2026-01-16,2026-01-16 19:53:50+00:00,2026,1,6,19,#JC728411,728411,37.99,22.01,0.0,0.0,37.99,60.0,0.5793629902605949,1,1,1,64,paid,fulfilled,False,False,True,1,37.99,1,TikTok,direct,medium,False
5946087997492,8274681561140,2026-01-21,2026-01-21 12:27:30+00:00,2026,1,4,12,#JC730852,730852,37.99,22.01,0.0,0.0,37.99,60.0,0.5793629902605949,1,1,1,0,paid,fulfilled,False,False,True,1,37.99,1,TikTok,direct,medium,False
5934169948212,7858233671732,2026-01-13,2026-01-13 08:08:30+00:00,2026,1,3,8,#JC726171,726171,38.24,0.0,1.15,0.0,44.38,38.24,0.0,1,1,1,5,paid,fulfilled,False,True,True,1,44.38,1,subscription_contract_checkout_one,direct,medium,False
5926771982388,8248406933556,2026-01-08,2026-01-08 03:55:13+00:00,2026,1,5,3,#JC722817,722817,38.63,21.37,2.41,0.0,41.04,60.0,0.5531969971524722,1,1,1,12,paid,fulfilled,False,True,True,1,41.04,1,TikTok,direct,medium,False
5942553739316,7818728865844,2026-01-19,2026-01-19 00:09:58+00:00,2026,1,2,0,#JC729521,729521,38.7,24.28,2.05,0.0,45.74,62.980000000000004,0.6273901808785529,2,2,1,18,paid,fulfilled,False,False,True,1,45.74,1,3890849,direct,medium,False
5917349740596,8233231712308,2026-01-01,2026-01-01 22:50:21+00:00,2026,1,5,22,#JC714885,714885,39.9,20.1,1.2,0.0,41.1,60.0,0.5037593984962406,1,1,1,15,paid,fulfilled,False,True,True,1,41.1,1,TikTok,direct,medium,False
5915719860276,8231176077364,2026-01-01,2026-01-01 02:09:32+00:00,2026,1,5,2,#JC713955,713955,39.95,20.05,3.35,0.0,43.3,60.0,0.5018773466833542,1,1,1,35,paid,fulfilled,False,True,True,1,43.3,1,TikTok,direct,medium,False
5945617023028,8274116575284,2026-01-21,2026-01-21 03:13:04+00:00,2026,1,4,3,#JC730698,730698,39.99,20.01,0.0,0.0,39.99,60.0,0.5003750937734434,1,1,1,11,paid,fulfilled,False,False,True,1,39.99,1,TikTok,direct,medium,False
5941146091572,8268185993268,2026-01-18,2026-01-18 00:48:59+00:00,2026,1,1,0,#JC729030,729030,39.99,20.01,0.0,0.0,39.99,60.0,0.5003750937734434,1,1,1,35,paid,fulfilled,False,False,True,1,39.99,1,TikTok,direct,medium,False
5945343967284,8273716052020,2026-01-20,2026-01-20 22:00:30+00:00,2026,1,3,22,#JC730590,730590,39.99,20.01,1.68,0.0,41.67,60.0,0.5003750937734434,1,1,1,14,paid,fulfilled,False,False,True,1,41.67,1,TikTok,direct,medium,False
5941559951412,8268800524340,2026-01-18,2026-01-18 08:57:18+00:00,2026,1,1,8,#JC729208,729208,39.99,20.01,0.0,0.0,39.99,60.0,0.5003750937734434,1,1,1,27,paid,fulfilled,False,False,True,1,39.99,1,TikTok,direct,medium,False
5945757564980,8274282414132,2026-01-21,2026-01-21 05:23:38+00:00,2026,1,4,5,#JC730758,730758,39.99,20.01,0.0,0.0,39.99,60.0,0.5003750937734434,1,1,1,7,paid,fulfilled,False,False,True,1,39.99,1,TikTok,direct,medium,False
5924920918068,8246038626356,2026-01-06,2026-01-06 23:23:12+00:00,2026,1,3,23,#JC721335,721335,40.0,50.0,3.2,0.0,43.2,90.0,1.25,1,1,1,13,paid,fulfilled,False,False,True,1,43.2,1,TikTok,direct,medium,False
5942926606388,8270786723892,2026-01-19,2026-01-19 07:26:26+00:00,2026,1,2,7,#JC729665,729665,40.04,19.96,2.8,0.0,42.84,60.0,0.49850149850149855,1,1,1,4,paid,fulfilled,False,False,True,1,42.84,1,TikTok,direct,medium,False
5925280055348,8246604038196,2026-01-07,2026-01-07 05:32:50+00:00,2026,1,4,5,#JC721757,721757,43.24,46.76,3.78,0.0,47.02,90.0,1.0814061054579092,1,1,1,7,paid,fulfilled,False,True,True,1,47.02,1,TikTok,direct,medium,False
5923196207156,8243823050804,2026-01-05,2026-01-05 18:05:23+00:00,2026,1,2,18,#JC720031,720031,43.66,15.32,0.0,0.0,48.65,58.98,0.3508932661475035,2,2,1,20,paid,fulfilled,False,True,True,1,48.65,1,web,https://shop.app/,medium,False
5926971473972,6380120670260,2026-01-08,2026-01-08 08:08:00+00:00,2026,1,5,8,#JC723061,723061,44.98,0.0,3.04,0.0,48.02,44.98,0.0,1,1,1,7,paid,fulfilled,False,True,False,2,110.25,2,subscription_contract_checkout_one,direct,medium,False
5941940813876,8014885421108,2026-01-18,2026-01-18 16:25:06+00:00,2026,1,1,16,#JC729292,729292,44.99,15.01,0.0,0.0,44.99,60.0,0.3336296954878862,1,1,1,20,paid,fulfilled,False,False,True,1,44.99,1,TikTok,direct,medium,False
5922377039924,8242692259892,2026-01-05,2026-01-05 03:14:25+00:00,2026,1,2,3,#JC719393,719393,45.0,45.0,4.01,0.0,49.01,90.0,1.0,1,1,1,9,paid,fulfilled,False,True,True,1,49.01,1,TikTok,direct,medium,False
